GLOSS	PROTO_ID	PROTO_CONCEPT
white-lipped peccary	453	*chanco de tropa
chancho	453	*chanco de tropa
pié,rastro,pisada	454	*pié
talon	454	*pié
uña del pié	454	*pié
foot	454	*pié
pié,pata (de animal)	454	*pié
cienpiés	454	*pié
pata (de mueblos)	454	*pié
espinilla	454	*pié
dedo gran del pié	454	*pié
uña (del pié?)	454	*pié
uña	454	*pié
toenail	454	*pié
toe	454	*pié
chico,pequeño	456	*chico
joven,maltón,mocedad	456	*chico
cachorro	456	*chico
especie de paloma	457	*paloma
tender,poner,dejer	459	*poner
matar (pegando)	459	*poner
poner,huir	459	*poner
guardar	459	*poner
guardar adentro	459	*poner
echar abajo	459	*poner
guardar arriba	459	*poner
colgar	459	*poner
esposa	460	*mujer
suegra	460	*mujer
suegro	460	*mujer
soltero	460	*mujer
concuñado	460	*mujer
casar (hombres)	460	*mujer
nuera	460	*mujer
wife	460	*mujer
my wife	460	*mujer
viudo	460	*mujer
novia	460	*mujer
concuñada	460	*mujer
casarse	460	*mujer
woman	460	*mujer
oler	461	*humo
hediondo,mal odor	461	*humo
odoroso	461	*humo
humo,nube	461	*humo
olor	461	*humo
desahumar	461	*humo
humear	461	*humo
hollin	461	*humo
entiznar	461	*humo
dirty	461	*humo
erereú (abeja)	462	*abejo
blando,esponjado	463	*algodón
cotton	463	*algodón
espuma,otro	463	*algodón
espumar	463	*algodón
palizado (palos montados en río)	464	*palizado
huaracachi	465	*huaracachi (ave)
asiento,toco	466	*toco
toco,banco	466	*toco
cacique,jefe	467	*autoridad
chief	467	*autoridad
abeja	468	*abeja,miel
abeja de la tierra	468	*abeja,miel
miel	468	*abeja,miel
bee,honey	468	*abeja,miel
miele	468	*abeja,miel
miel de abeja	468	*abeja,miel
chamayro (bejuco)	468	*abeja,miel
dulce	468	*abeja,miel
dulce,jane (pulpa)	468	*abeja,miel
clase de abeja	468	*abeja,miel
enjambre	468	*abeja,miel
especie de rana	469	*rana
clase de víbora, salamanqueja	469	*rana
sudor	470	*sudor,sudar
sudar	470	*sudor,sudar
fly	471	*mosca
queresa	471	*mosca
ventana de nariz	472	*nariz
águila	472	*nariz
punta	472	*nariz
puntiagudo	472	*nariz
bien delgado	472	*nariz
adelante	472	*nariz
ñato	472	*nariz
lorito con pico blanco	472	*nariz
huiñapu (una chicha fuerte hecho de maíz)	472	*nariz
nose	472	*nariz
punta (de flecha)	472	*nariz
mutún (ave)	472	*nariz
chuhubí,gavilón (ave de rapina)	472	*nariz
punta de lengua	472	*nariz
anzuelo	472	*nariz
pescar	472	*nariz
pita,cordel	472	*nariz
crecer,nacer (planta),retoñar	472	*nariz
nariz,mutún	472	*nariz
cavar (la punta)	472	*nariz
hachear (la punta)	472	*nariz
cresta	472	*nariz
bigote	472	*nariz
zambullearse	472	*nariz
anguila	472	*nariz
tojo	472	*nariz
clase de palometa	472	*nariz
pez: pintado	472	*nariz
jochi colorado	472	*nariz
tejón	472	*nariz
mono silbador	472	*nariz
pataju	472	*nariz
tachacá (pez)	472	*nariz
pauxi	472	*nariz
desnudar,sacar	474	*desnudar,sacar,destejar
desnudo	474	*desnudar,sacar,destejar
sacarse (ropa),desnudarse	474	*desnudar,sacar,destejar
destejar,destramer,desdorar,despojar	474	*desnudar,sacar,destejar
verga	474	*desnudar,sacar,destejar
frío,fresco	475	*frío
refrescar	475	*frío
helado	475	*frío
cold	475	*frío
not cold	475	*frío
descerar	476	*cera
abeja,miel de abeja	476	*cera
bee	476	*cera
wax	476	*cera
orinar	477	*orina
urinate	477	*orina
desbeber,orinar,orina	477	*orina
orinar,mear	477	*orina
perdecito	478	*perdiz chica
fuerte (río,vento)	479	*soplar
abocar	479	*soplar
mejilla	479	*soplar
humo	479	*soplar
neblina	479	*soplar
niebla,nublado	479	*soplar
vapor	479	*soplar
smoke	479	*soplar
vestido,ropa,tela	480	*vestir
vestelo a ese	480	*vestir
vestida	480	*vestir
ropa,tela	480	*vestir
enlazar,vestir o arreglar a otro	480	*vestir
vestirse	480	*vestir
vístete	480	*vestir
no se ha vestido	480	*vestir
espiga	481	*espiga,cogollo
tola de palmeras,papa de plátano,cogollo	481	*espiga,cogollo
cogollo	481	*espiga,cogollo
pintado de colorado y blanmco	482	*colorear
pintado,rayado	482	*colorear
colorado	482	*colorear
fangoso	483	*plantar,clavar
dirt	483	*plantar,clavar
barro,lodo	483	*plantar,clavar
con rama y todo	484	*rama,gajo
gajo,rama	484	*rama,gajo
pucarara (víbora)	484	*rama,gajo
lagarto	484	*rama,gajo
ala	484	*rama,gajo
brazo,gajo	484	*rama,gajo
vello del brazo	484	*rama,gajo
muslo del brazo	484	*rama,gajo
avión	484	*rama,gajo
rama	484	*rama,gajo
arm	484	*rama,gajo
human arm	484	*rama,gajo
aquella banda	485	*banda
por/in aquella banda	485	*banda
más allá	485	*banda
allá	485	*banda
por allá	485	*banda
por de más	485	*banda
pasado mañana	485	*banda
aparte,etc	485	*banda
that	485	*banda
anteayer	485	*banda
anoche,anteanoche	485	*banda
aquel	485	*banda
entonces	485	*banda
en la banda (del río)	485	*banda
banda (orilla apuesta del río)	485	*banda
banda ú orilla del río	485	*banda
coronilla	486	*cabeza
caspa de cabeza	486	*cabeza
cabecera,almohada	486	*cabeza
seso	486	*cabeza
cabello	486	*cabeza
cabezón	486	*cabeza
pelado de la cabeza,rapado	486	*cabeza
dedo pulgar	486	*cabeza
head	486	*cabeza
hair	486	*cabeza
pulgar	486	*cabeza
caspa	486	*cabeza
idea,inteligente	486	*cabeza
almohada,cabecera	486	*cabeza
encasquetar	486	*cabeza
calavera	486	*cabeza
jaqueca	486	*cabeza
cabelludo	486	*cabeza
gorra	486	*cabeza
mecha hecha de chuchío seco usada para luz en el camino y para quemar chacos; antorcha	487	*espiga
racimo de plátano,espiga	487	*espiga
espigar	487	*espiga
resurrected, past tense	488	*past tense
coca,aculli	489	*coca
bentón (pez)	490	*cerner,punzar
cerner,colar	490	*cerner,punzar
cedazo,colador,cernido,lanzada	490	*cerner,punzar
sunchado,punzado	490	*cerner,punzar
punzar	490	*cerner,punzar
herida	490	*cerner,punzar
cuchillada,herir,herido	490	*cerner,punzar
island	492	*isla
rayo	493	*prender
pintado	493	*prender
tizón de fuego	493	*prender
prender,encender	493	*prender
lightning	493	*prender
chispear	493	*prender
azul	494	*azul,verde
medio azul	494	*azul,verde
verde,crudo	494	*azul,verde
blue,green	494	*azul,verde
blue	494	*azul,verde
verde,azul	494	*azul,verde
carne fresca	494	*azul,verde
bien azul	494	*azul,verde
teñir	494	*azul,verde
enmohecer	494	*azul,verde
azulear	494	*azul,verde
verde	494	*azul,verde
clara (el agua)	494	*azul,verde
aclararse	494	*azul,verde
bilis	494	*azul,verde
claro (limpio)	494	*azul,verde
no azul	494	*azul,verde
no limpio	494	*azul,verde
diarrea	495	*defecar
disentería	495	*defecar
tener diarrea	495	*defecar
cagar	495	*defecar
no caga	495	*defecar
assiette	496	*plato
taza	496	*plato
barriga	497	*barriga,intestinos
barrigón,panzón,petacudo	497	*barriga,intestinos
of (thy) womb	497	*barriga,intestinos
belly	497	*barriga,intestinos
intestino	497	*barriga,intestinos
desbarrigado	497	*barriga,intestinos
tripa	497	*barriga,intestinos
intestinos	497	*barriga,intestinos
intestinos,tripas	497	*barriga,intestinos
abdomen	497	*barriga,intestinos
black	499	*negro
color osco,moreno,medio oscuro	499	*negro
ennegrecer	499	*negro
hosco	499	*negro
denegrecer	499	*negro
negro,escrito	499	*negro
escriber,nmegrer	499	*negro
coquino	499	*negro
muy negro	499	*negro
no es negro	499	*negro
tinta	499	*negro
old	500	*viejo
maduro,sazón,senectud,viejo	500	*viejo
envejecer	500	*viejo
juventud	500	*viejo
los viejos	500	*viejo
crecer	500	*viejo
criar	500	*viejo
entenado	500	*viejo
padre	500	*viejo
viejo/a	500	*viejo
muy viejo	500	*viejo
captain,old man	500	*viejo
juntar,amontonar	501	*unir,juntar
reunirse	501	*unir,juntar
unite!	501	*unir,juntar
amontonarse,juntarse	501	*unir,juntar
quedar	501	*unir,juntar
recoger	501	*unir,juntar
media noche	502	*noche
neblina	502	*noche
ensartar	503	*ensartar,costurar
garrote,macana (de chonta)	503	*ensartar,costurar
peine	503	*ensartar,costurar
sembrar (con punzón)	503	*ensartar,costurar
punzón	503	*ensartar,costurar
fishbook	503	*ensartar,costurar
costurar	503	*ensartar,costurar
racimo	503	*ensartar,costurar
capibnara	504	*capibara
capybara	504	*capibara
cabiai (capyvara)	504	*capibara
